Batch,MSID,Date,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
383,RMD82431114AS,2024-10-28 02:48:57,1.86129387805208,1.95291607725687,1.96476057102426,1.9280189081451,1.90847180872199,1.89976084311317,1.83819892852245,1.90030631639304
384,RMD82431114AS,2024-10-28 02:44:55,1.85832790921019,1.94381807598081,1.96294220823241,1.93031352217319,1.90760389363034,1.89793613895854,1.83154609529109,1.89761571986456
385,RMD8244120BES,2024-10-28 02:40:33,1.79865106504344,1.76917100347159,1.85589517662592,1.81444358235169,1.9459072629856,1.81812803077874,1.81600694284418,1.69103548100747
386,RMD8244120BES,2024-10-28 02:37:12,1.83006229979233,1.8248100162144,1.73466392289393,1.72658885194315,1.92677991833057,1.81234816063134,1.81645079843211,1.67851787345676
387,RMD824412182S,2024-10-28 02:33:35,1.9909602185567,1.92358891594884,2.01651994428227,1.94776681400064,1.77356767947484,1.88643168250244,1.83184453645696,1.84862161168127
388,RMD824401FE3S,2024-10-28 02:33:28,1.87274775218813,1.89673900819956,1.89752986866174,1.93347055152408,1.86040599581667,1.8880292780967,1.78654861709466,1.77458751216397
389,RMD824412182S,2024-10-28 02:29:04,1.98479431017283,1.92500721300018,2.01980566289476,1.95136364436328,1.78063994632988,1.89724830567646,1.84654126796615,1.85813330789708
390,RMD824401FE3S,2024-10-28 02:28:54,1.86517190327183,1.88426089816631,1.88374715822087,1.92247106520531,1.8559953949263,1.87741459602865,1.76953766867609,1.76057464141309
391,RMD824412184S,2024-10-28 02:25:21,1.90603690863093,1.84791024609692,2.04201493049064,2.02602418380614,1.91587999075274,1.85938062707173,1.7609779332347,1.91238217569065
392,RMD824412180S,2024-10-28 02:25:14,1.72498323429998,1.74834232722579,1.62511057763147,1.57816412654867,1.8879539252761,1.84204431446152,1.77308604381788,1.80127940827473
393,RMD824412180S,2024-10-28 02:17:36,1.58425014570919,1.78420538604844,1.68261202899974,1.43204745617731,1.8858700218497,1.84204486695517,1.75006460944671,1.80336091590946
394,RMD824412184S,2024-10-28 02:17:25,1.90979137254315,1.85787623978249,2.03542412652961,2.01494809954327,1.81828727126911,1.75350998610474,1.94479469568357,1.72527353294171
395,RMD8244120B5S,2024-10-27 21:41:32,1.98778869576341,1.91125035833724,1.97828237847568,1.89962936321379,1.97357687976543,1.85704245982146,1.85570949808425,1.81881267198456
396,RMD8244120D7S,2024-10-27 21:31:38,1.71943084488668,1.85391326280117,1.50206874962059,1.39412858468002,1.7339465947205,1.58947178756034,1.34295574869251,1.56192681362874
397,RMD824311118S,2024-10-27 21:31:31,2.03269673402757,1.99548079028194,1.91628575267447,1.97567682093577,1.9047793775453,1.78894279773489,1.84925169108533,1.87662707645213
398,RMD8244120D7S,2024-10-27 21:29:11,1.67559201596779,1.82097798226843,1.48480250980514,1.50386661917584,1.73780753282796,1.58567898820692,1.35039477530683,1.57017566331706
399,RMD824311118S,2024-10-27 21:28:27,2.03471660671576,1.99859346896776,1.9191968726622,1.97450589709823,1.90256956401337,1.79072045430185,1.85301248570135,1.880410650486
400,RMD82441217AS,2024-10-27 21:24:50,1.87436158186739,1.72642115786713,1.71614172554948,1.82546564515583,1.84716689475461,1.77937792867929,1.79418598990118,1.80047027872749
401,RMD8244120D5S,2024-10-27 21:24:45,1.8639942366054,1.8899100971357,1.95444573833519,1.90014788432269,1.71366153888108,1.67696850435909,1.77860182987595,1.58962653787101
402,RMD82441217AS,2024-10-27 21:22:18,1.88260491928597,1.72808228782437,1.71688059425667,1.82623166121437,1.85212194147653,1.77899596833765,1.7959622164712,1.80227493845848
403,RMD8244120D5S,2024-10-27 21:21:47,1.87721724015114,1.8940425260773,1.96874343114422,1.90638276743317,1.77662957301314,1.64099769518831,1.80929524907584,1.57782081693528
404,RMD824412039S,2024-10-27 21:18:42,1.9553722351019,1.68022665249999,1.89144830754601,1.77682160115844,1.8079823879448,1.69648977084557,1.60667587688887,1.47920446914083
405,RMD82431111ES,2024-10-27 21:18:36,1.91898900583495,1.83452847733277,1.92173106015694,1.84615794673417,1.76855424220729,1.79567894321811,1.74429071607913,1.82624224431604
406,RMD824412039S,2024-10-27 21:16:04,1.95558722137138,1.67891486788671,1.89287064203974,1.78609784520854,1.8245914427879,1.71301696244234,1.60319806680312,1.50066002837033
407,RMD82431111ES,2024-10-27 21:10:51,1.92868603322374,1.84241728626476,1.95425693558695,1.8926316015477,1.79795161192739,1.7894434793884,1.74780559040197,1.83912668671475
408,RMD824412083S,2024-10-27 20:57:26,1.99173080778769,1.92239389371793,1.91255731823026,1.84493254279746,1.84688692282089,1.79926839423578,1.76450345307179,1.74826351232982
409,RMD8244120D4S,2024-10-27 20:54:14,1.62511386315516,1.75275008406344,1.88419736619441,1.80846325545663,1.86652128143775,1.81678769181077,1.84994256435812,1.86125617037835
410,RMD8244120B3S,2024-10-27 20:53:15,1.69794071561509,1.81822409147838,1.99252563953,1.99759425409965,1.94581269018563,1.69611799164454,1.71802108731582,1.71406974846349
411,RMD824412084S,2024-10-27 20:36:24,1.86066613344045,1.74158654654668,1.60035169767555,1.74681416102418,1.70777714597554,1.66634157185253,1.55227892803592,1.64335210024568
412,RMD824412084S,2024-10-27 20:34:07,1.87421040887973,1.79230145684527,1.59839880833866,1.74941221119673,1.74110748715476,1.69574362933945,1.57268616134306,1.64497628354484
413,RMD8244120D2S,2024-10-27 20:29:24,1.76727409797894,1.87482820237475,1.91022054412536,1.79909057681148,1.78053034873985,1.89033383753211,1.83476360145145,1.84008281261794
414,RMD8244120D6S,2024-10-27 20:12:21,1.93624987493524,1.90053862792505,1.77148385671755,1.63372690803845,1.65896508484788,1.5066994687116,1.420487799113,1.53161610654021
415,RMD824412080S,2024-10-27 20:10:35,1.70790390751321,1.78114088098668,1.79250076759983,1.90024539737909,1.94401546438563,1.96678156137313,1.84269548884093,1.7240899165066
416,RMD8244120AES,2024-10-27 20:09:16,2.01265868289725,1.95604596839475,1.92844690870077,1.88967290569928,1.86139603032618,1.73221420459361,1.68727413933368,1.4343410106575
417,RMD82441204AS,2024-10-27 20:06:11,1.9252838716082,1.88399770433983,1.81196555900211,1.50065623738317,1.69710495760869,1.54041328048004,1.48716368207454,1.33241861496376
418,RMD8244120B4S,2024-10-27 20:05:36,1.96889435358504,1.91362315695142,1.97000009686292,1.86398182378514,1.91965159250569,1.811149281458,1.80961612653807,1.81553400908943
419,RMD8244120B6S,2024-10-27 20:02:21,1.97003273592502,1.89343804397256,1.85917532268356,1.78088525545224,1.80835395126078,1.89511188916594,1.84125785850928,1.6982004276118
420,RMD824412081S,2024-10-27 19:58:28,1.85608433244365,1.86380307963282,1.9602368152276,1.8444902806705,1.80269969527161,1.83824699235181,1.78250547442905,1.63780536503082
421,RMD8244120B7S,2024-10-27 19:57:43,2.03992015946286,1.99576320801174,2.00004554464791,1.95822132859451,1.95785677660327,1.91269822662405,1.92757107425276,1.88339184238401
422,RMD824311250S,2024-10-27 19:54:17,1.94626610101208,1.88232709652496,1.94943103744657,1.85421308599131,1.86194936231656,1.84247257962744,1.77231574970019,1.88112607352853
423,RMD8244120ABS,2024-10-27 19:50:53,1.74674269109522,1.90950943147794,1.73772249056313,1.61065080790615,1.93647686030349,1.94831973084683,1.89169153954151,1.9376571987049
424,RMD824412048S,2024-10-27 19:47:07,1.59007095843817,1.77705015531834,1.76072431142636,1.74992636642871,1.82662501943437,1.79222511342016,1.63855391617109,1.79860524498087
425,RMD82441204CS,2024-10-27 19:42:57,1.87655976074007,1.96699540263291,1.7818299857883,1.73743505954228,1.90099105625256,1.81942452995911,1.73625533573804,1.76251632133287
426,RMD8244120E7S,2024-10-27 19:39:20,1.70295930668199,1.75429795553208,1.67931488647752,1.58779916176433,1.87975869192402,1.56336733372512,1.60746829501411,1.75922542725895
427,RMD824311328S,2024-10-27 19:35:46,1.77999050968102,1.73372980811128,1.54675812003438,1.32957940550612,1.56593237922653,1.35643510663133,1.4761853569315,1.58423981681042
428,RMD824401FE0S,2024-10-27 19:35:42,1.92984130502011,1.9756875420446,1.87960797060532,1.82588772892031,1.81373350853388,1.90897210670846,1.76476398111003,1.83897965524434
429,RMD824401C27S,2024-10-27 15:21:34,1.32132683336182,1.43497518948618,1.76267560433824,1.64853243269937,1.91283970688049,1.83662347718803,1.8219838162022,1.77902859878429
430,RMD824401C89S,2024-10-27 15:21:23,1.66942432371819,1.70824258050657,1.8122368813216,1.87421438165367,1.70970525181909,1.62767141657859,1.86579483215289,1.97415413999397
431,RMD824401C27S,2024-10-27 15:16:44,1.3427337960481,1.43783643718958,1.72623251585033,1.64147060063975,1.91198417160074,1.84282489772472,1.82506022822884,1.77136628008452
432,RMD824401C89S,2024-10-27 15:16:34,1.65332368171602,1.70698238240992,1.82020345882808,1.87647128414727,1.68262827501486,1.61771001781273,1.85650607042778,1.9720325977109
433,RMD824412101S,2024-10-27 14:42:59,1.80887212829712,1.76834161557593,1.78936394577231,1.65965456020712,1.80056104822075,1.73453127584454,1.60775547416744,1.40003190851658
434,RMD82441209BS,2024-10-27 14:42:44,1.98591306296006,1.94686826843028,2.01261772821292,1.99618560179531,1.94404954723925,1.9181489133283,1.90455359909191,1.93505565480707
435,RMD824412101S,2024-10-27 14:40:00,1.84909596351744,1.63010088373337,1.8424909325144,1.7910230422324,1.79886300356664,1.73496684086218,1.59358138866214,1.40563880954881
436,RMD82441209BS,2024-10-27 14:39:54,1.98348398690628,1.93946563287513,2.0110374275045,1.99678761492971,1.94370418239619,1.9148795132441,1.89391558542736,1.9344184336542
437,RMD824401CB5S,2024-10-27 14:35:02,1.61508342165545,1.67224487958825,1.61311817036413,1.48582831384878,1.75825455040277,1.83804686237321,1.86000029248836,1.70335613989175
438,RMD824412104S,2024-10-27 14:34:52,1.74242583081304,1.77343716790488,1.82484861392084,1.82674265186011,1.84413905836949,1.88161050523061,1.91012749645119,1.93129014940176
439,RMD824412104S,2024-10-27 14:32:01,1.72926522582301,1.78226458967112,1.82455221832431,1.83228068473734,1.85260740122732,1.88810984542739,1.91658556663674,1.93595402044086
440,RMD824401CB5S,2024-10-27 14:25:05,1.57750702756701,1.63382633067306,1.59920170070219,1.51376830619658,1.77803290684102,1.85505109124919,1.86279658558129,1.74257790816834
441,RMD824311257S,2024-10-27 11:40:11,1.84382400285737,1.9794316024159,2.00829329413391,2.05101139563082,1.95238215134101,1.93439930600011,1.83958619042639,1.90985978003452
442,RMD82431135DS,2024-10-27 11:25:32,1.38735146143256,1.67378414607249,1.75994581120861,1.73578334861349,1.82460094607649,1.78991926866414,1.6953577664719,1.39829852371229
443,RMD824401F61S,2024-10-27 11:25:25,1.97588498990513,2.0065667485903,1.87283621167528,1.96675733056703,1.80516552440397,1.66184790479201,1.72962153159774,1.85045420676164
444,RMD8244120BFS,2024-10-27 11:21:59,1.89584502890913,1.94604233375989,1.97096658691809,1.92660084579493,1.86121094958142,1.59102818012111,1.53346635373242,1.59856058608216
445,RMD8244120BDS,2024-10-27 11:20:47,1.9505709464484,1.99865574229224,1.98175986021686,1.94080740143225,1.88893292633253,1.9092996908807,1.91252592173174,1.89364429501523
446,RMD82441210ES,2024-10-27 11:18:16,1.8426704219155,1.88382842215423,1.78954955351734,1.77214316792874,1.84673553202308,1.74879420866036,1.75624761200194,1.67194422353131
447,RMD8244120B8S,2024-10-27 11:17:26,1.95009263461664,1.802605522871,1.87496843437473,1.79970364735428,1.91369079056773,1.86663133218855,1.81956354895743,1.75393230282803
448,RMD824311121S,2024-10-27 11:12:38,1.97042914664678,1.97515819133323,1.88631994107744,1.80756383083485,1.8956373522395,1.87724102071934,1.7649171648952,1.68815397215385
449,RMD82441204BS,2024-10-27 11:12:27,1.77499722857643,1.9365435647806,1.88742720759501,1.89715614961532,1.87317217117239,1.88178525518044,1.82878593037508,1.88883835562422
450,RMD824412169S,2024-10-27 11:08:04,1.86943516431927,2.00909122147225,1.9548943486898,1.97157537410941,2.05051490279526,1.9207226744576,1.89790259292665,1.92682538405421
451,RMD82441210BS,2024-10-27 11:07:56,1.89989370324856,1.91802187561898,1.7569496018988,1.74007153436166,1.87285158182012,1.88619288045191,1.8575488146637,1.84422294822271
452,RMD8244120BBS,2024-10-27 11:03:11,1.80894008067997,1.60632460512287,1.86764070260312,1.9468025150333,1.95508407632606,1.89172594960746,1.72873782851649,1.67158481286885
453,RMD82431132DS,2024-10-27 11:03:05,1.89695169538968,1.96947333870317,1.94579943543027,1.88115288825309,1.79951317930713,1.81015700697333,1.8174933569016,1.76906406055293
454,RMD824311127S,2024-10-27 10:58:31,1.84362826814366,1.74793351760235,1.7787648707032,1.69591457791852,1.87541421046408,1.8045291255711,1.87938739858301,1.84222706987874
455,RMD82441216DS,2024-10-27 10:58:23,1.90580772711344,2.01141199825907,1.92693419219397,1.99042010796846,1.9627585735158,1.92543970722319,1.91244370114518,1.83597550664843
456,RMD8244120B9S,2024-10-27 10:52:15,1.94664976066217,1.88587448815951,1.94015083346456,1.764345128543,1.87731193027691,1.80970231133945,1.85116649719878,1.89718016984966
457,RMD82441216BS,2024-10-27 10:52:07,1.79993523935283,1.88213955832951,1.90529683341768,1.97384474783199,1.90494086897154,1.8769178683758,1.85852811044953,1.866916809827
458,RMD824412066S,2024-10-27 10:45:33,2.02586508546757,1.97824893165388,1.87281113989139,1.79492131369704,1.82826565226659,1.71072254943058,1.62339988690685,1.66902819092723
459,RMD824381A5FS,2024-10-27 10:45:26,2.03980856942328,2.00292683237792,1.94323652800157,2.01023322493818,1.98421537470884,1.98785055513276,1.89762241729806,1.9368229082534
460,RMD8243819D9S,2024-10-27 10:37:49,1.87538284618366,2.00076727175553,2.02910961547738,1.95256111829999,1.9633468258673,1.9317297004042,1.94594564122894,2.01746425987978
461,RMD82441204DS,2024-10-27 10:33:03,1.61972349934876,1.6709442367863,1.82458337524792,1.81559774575499,1.97967465370639,1.91443586208113,1.73017645978534,1.78699647412256
462,RMD82431135FS,2024-10-27 10:27:39,1.53505512202941,1.74613105811371,1.75651254596209,1.73567608119687,1.93818820783545,1.92028462834582,1.80462994201896,1.863838703006
463,RMD824412178S,2024-10-27 10:27:32,1.88093843557773,1.91416191058806,1.90642493724546,1.86167683858279,1.91671178558133,1.92497989858624,1.94036361504401,1.93499585305805
464,RMD8243819DBS,2024-10-27 10:21:52,1.88383797731591,1.66198167782051,1.9398656769317,1.82321717929013,1.88391880270513,1.79448230843375,1.74736817626859,1.83610929841986
465,RMD82441217BS,2024-10-27 10:21:47,1.7279160360175,1.74171037652004,1.78016170531051,1.9484284822577,1.90029373672692,1.89962856013629,1.8378579062426,1.76578570058856
466,RMD8244120BCS,2024-10-27 10:15:00,2.00802098423497,2.04310321352424,2.03391725548465,1.86064371991458,1.95189079987991,1.88119045003186,1.54274778057981,1.79048829401016
467,RMD8243112B1S,2024-10-27 10:04:50,1.45582217668419,2.04819466822688,2.07822540475223,2.03987876530962,1.92134067761137,1.94452804819083,1.89484792608967,1.91584129387713
468,RMD824311120S,2024-10-27 09:54:08,1.96086434131794,1.87314978980122,1.85890462213588,1.75183989511038,1.8871218657732,1.80919061195814,1.79861540136868,1.72092643673065
469,RMD824412179S,2024-10-27 09:53:18,1.68604740530864,1.97249941403822,1.88824879346373,1.69079435539302,1.78389627061752,1.70215232373631,1.72608464270378,1.66685489482756
470,RMD824311119S,2024-10-27 09:38:40,1.97560458678726,1.96996985497257,1.97033816862058,2.03837066231358,1.96828092162718,1.98439284440951,1.93516091755941,1.93342438394228
471,RMD824311254S,2024-10-27 09:35:09,1.99818954232631,1.89866553379792,1.8622340070588,1.88370501170692,1.89805815702643,1.81976402412645,1.71190649281212,1.80036856118475
472,RMD824311253S,2024-10-27 09:34:44,1.68498146478782,1.80394124286451,1.92001607411939,1.8827682662919,1.96827943757579,1.96089919356952,1.95143015441097,1.92885613739856
473,RMD82431135CS,2024-10-27 09:30:48,1.87207367275583,1.99716034329801,1.98870963644682,1.98065154119889,1.80436509749504,1.67987004402724,1.82037153804351,1.79720028958552
474,RMD824311358S,2024-10-27 09:14:35,1.70600811030356,1.70081905452317,1.70723347090439,1.5747102042593,1.83065059417493,1.79164969530243,1.86020685452423,1.74218968878415
475,RMD824401F2ES,2024-10-27 09:11:47,1.78147186242972,1.84155243027617,1.72572139727284,1.67925639835046,1.91435492730636,1.90666925458856,1.79392042719602,1.74640556653136
476,RMD8244120E1S,2024-10-27 09:10:49,1.61934984859768,1.59725217305358,1.50280891184143,1.70361286635467,1.93450797476978,1.76617423041808,1.82043479682333,1.88496830628043
477,RMD82431135BS,2024-10-27 09:08:57,1.55640415383687,1.64333700030183,1.48841748274688,1.48009518797465,1.89414217067876,1.91730936467574,1.87130406256436,1.79808711131552
478,RMD824311252S,2024-10-27 09:08:02,1.55310529333755,1.63877216491025,1.35989782698361,1.20196508600024,1.7259431257842,1.57925057457609,1.69156544074832,1.6549840503853
479,RMD82431111BS,2024-10-27 08:28:55,1.70133306617551,1.91358271653104,1.68652205343594,1.67407778049056,1.87527645986599,1.96898373601507,1.96732360442964,1.80292065156712
480,RMD82431111DS,2024-10-27 08:07:49,1.79013353652935,2.01721625545635,1.44947764461653,1.15818998781529,1.16895767137779,1.76412897779754,1.57279443438694,1.55289746034212
481,RMD824412057S,2024-10-27 08:04:40,1.72651562491895,1.8988424057108,1.60181986027292,1.93381449419344,1.92957800761299,1.90093436737102,1.92194021627826,1.75863447001512
482,RMD824412050S,2024-10-27 08:01:45,1.53422241249982,1.89284698843251,1.68225221259012,1.99176850378644,1.71062497209586,1.93906605166438,1.94036454997767,1.78385344435637
483,RMD8244120E3S,2024-10-27 07:58:51,1.6481803467477,1.80686963207037,1.5733432429157,1.72794756633674,1.85502417465528,1.93360691815831,1.91420834048446,1.87542746998361
484,RMD824311255S,2024-10-27 07:51:53,2.04116030608839,1.86420035635822,1.83446093294846,1.95064143713988,1.96441483584389,1.99856670605605,2.03873561753377,1.81216712293733
485,RMD82441204FS,2024-10-27 07:48:57,1.71012614017014,2.04847985376754,1.58475783000533,1.65806495746214,1.85286147511297,1.81140120356071,1.79174338776453,1.54624808473301
486,RMD82431135AS,2024-10-27 07:44:20,2.00014192518313,1.98013435959958,1.78093514370662,1.94823596942749,2.00357231051677,2.00079443309415,1.98545196692452,1.94651402395445
487,RMD824311359S,2024-10-27 07:40:04,1.77185634485241,1.79055344642871,1.75133839255106,1.92331285615064,1.8669600588843,1.81471540459115,1.80291159955464,1.82406156264444
488,RMD8243819DAS,2024-10-27 06:03:22,1.91537531099471,1.78712158155063,1.8761111166729,1.8727632696568,1.6419168203021,1.7546371233049,1.78042920031355,1.86972660071996
489,RMD82431135ES,2024-10-27 06:03:11,1.9708896820345,2.09899159430339,1.7624728885011,1.92516976588188,1.46637036322933,1.81270339030671,1.71488895050227,1.69646828599091
490,RMD8243819DAS,2024-10-27 06:00:58,1.92650990752073,1.79376407296653,1.88113211299827,1.88166683720244,1.64810613584957,1.76420271427283,1.78509694529356,1.86896779280655
491,RMD82431135ES,2024-10-27 06:00:51,1.97587093359056,2.11280595585131,1.76112367054465,1.93394344093311,1.45139137077128,1.82288090691575,1.70005215280084,1.71156986548321
492,RMD824412191S,2024-10-27 05:56:23,1.85724143334196,1.88833988276242,1.72578674634772,1.7626296739277,1.8935476575736,1.80901141406448,1.72367194665829,1.75597863385531
493,RMD824311329S,2024-10-27 05:56:09,1.78370113642901,1.80591855751957,1.67913291333751,1.80447368280401,1.77833699314905,1.78150695711528,1.73377470526878,1.56989084439381
494,RMD824412191S,2024-10-27 05:53:50,1.85335128611352,1.89272963440833,1.71683249799327,1.75171646882064,1.91672303160945,1.82612257339131,1.73433462859371,1.76379638349887
495,RMD824311329S,2024-10-27 05:53:24,1.77307208175587,1.8353632995543,1.67374417287585,1.79959721786039,1.78415727938069,1.7737751647914,1.7253434283691,1.5576501198574
496,RMD8243112B7S,2024-10-26 20:18:44,1.92508929034697,1.81285598799556,1.75188118015804,1.69137460935484,1.95463302201052,1.92754126125313,1.80676554696721,1.85597987481829
497,RMD824412037S,2024-10-26 20:16:16,1.7955460958899,1.69568417029891,1.52678041635291,1.82832360614975,1.86501432417726,1.88471402203061,1.76059375020547,1.73623762414853
498,RMD8244120D1S,2024-10-26 20:16:09,1.89103571623848,1.88158017852434,1.74116276505116,1.38599286604881,1.79186009160349,1.66302806290277,1.59729568172924,1.81006158965766
499,RMD82431132CS,2024-10-26 20:13:27,1.84634892421891,1.68890162794734,1.66124624801173,1.78012887966377,1.78106310765941,1.65492861969307,1.62888557605036,1.67493519430309
500,RMD82441202FS,2024-10-26 20:13:01,1.85042524769976,2.01625452434269,1.69446946504958,1.83030926985057,1.89246131306573,1.88636934648918,1.79646702912341,1.89830882025695
501,RMD824412035S,2024-10-26 20:10:44,1.33781713424102,1.74271086360604,1.80730473355792,1.91199584530503,1.89361598040947,1.92097143924942,1.93016777424454,1.89300856970379
502,RMD82441201CS,2024-10-26 20:10:16,1.64784592777206,1.67005203990818,1.50770322008093,1.59327168301989,1.89292648678336,1.95329204278356,1.87961926279302,1.89732617044424
503,RMD8243112B0S,2024-10-26 20:07:38,1.85035063129303,1.75588009416212,1.80785526709596,1.80121119781401,1.93114825007944,1.84438756192292,1.85104149787812,1.69352810244272
504,RMD8243112B6S,2024-10-26 20:07:30,1.89636793156808,2.09748356338541,1.76327879560252,1.93253366130641,1.86876764413364,1.96813319568947,1.87644492687272,1.83260955879285
505,RMD8243112B2S,2024-10-26 20:04:36,1.90600610394981,1.92431062312372,1.82986947140683,1.9240030506647,1.94768894084693,1.80784349049725,1.53126221647441,1.84568106449348
506,RMD824412032S,2024-10-26 20:04:16,1.81927048761653,1.91242297052995,1.71121245217506,1.95588195571963,1.70464228927123,1.84922911973611,1.75415306865101,1.38554894053877
507,RMD82441216AS,2024-10-26 20:01:38,1.88375700340487,1.94879495166131,1.81819351868404,1.94062943949838,1.89997609479031,1.89379097363047,1.80134242828299,1.79662757481421
508,RMD824412034S,2024-10-26 20:01:34,1.93641689602893,1.95173052819906,1.75787351266717,1.69529085942761,1.89013964340047,1.92817669132138,1.88767626802597,1.8980915184577
509,RMD8243112B4S,2024-10-26 19:59:01,1.97331058309647,2.07838169087909,1.74880556669559,1.87869881729364,1.83159345993846,1.74792148977362,1.69874769915853,1.65703412192621
510,RMD8243112B3S,2024-10-26 19:58:38,1.78114125599126,1.79958052510225,1.86294159525521,1.94027210307245,1.80803006918924,1.89541049697159,1.84347498337858,1.79038816206058
511,RMD8243112B5S,2024-10-26 19:55:52,1.67938637501221,1.88234252758482,1.94876737044932,1.92390911535346,1.84117892746993,1.81284462740203,1.73863865959098,1.68459878376683
512,RMD82441210FS,2024-10-26 19:55:45,1.83158110509948,1.93888805763082,1.71061022920433,1.81699227992638,1.81341099438385,1.90061327966149,1.89803171336029,1.65476739046902
513,RMD82441210AS,2024-10-26 19:53:06,1.58979604759826,1.94024043096028,1.83082341380506,1.89345959331927,1.99607329569654,1.88878225509984,1.7665508591876,1.85909203539977
514,RMD824412030S,2024-10-26 19:53:01,1.85785302479169,2.03213867301348,1.78028465957195,1.93915054057608,1.97350253989838,1.96487869971032,1.86777992633964,1.95720968597343
515,RMD824412030S,2024-10-26 19:50:35,1.8729152125663,2.04325232126305,1.79197576560175,1.93866268176026,1.97040616579636,1.97074082153809,1.87792078123495,1.96132576407679
516,RMD82441210AS,2024-10-26 19:48:28,1.62543387094997,1.92373162408593,1.83212890208766,1.9254360941129,1.98925668187758,1.88056843490555,1.74412607378139,1.86645665725205
517,RMD82441210FS,2024-10-26 19:47:58,1.83326169361725,1.94307105205898,1.68247820671433,1.79474894758447,1.79053731185142,1.89536276351153,1.92792047795292,1.65646338182541
518,RMD8243112B5S,2024-10-26 19:45:54,1.71419682786289,1.89026644698121,1.93314457976602,1.94083935609404,1.78434606415739,1.83046505993903,1.74695852577488,1.66192983406176
519,RMD8243112B4S,2024-10-26 19:45:32,1.9855998631687,2.07162751927741,1.76329329772799,1.88657512383145,1.84919041141131,1.7555189135084,1.65349951981192,1.62209429128606
520,RMD8243112B3S,2024-10-26 19:43:26,1.8043158087956,1.89822077050206,1.91929279090413,1.89571370889177,1.84629761848519,1.911573990776,1.89067014967896,1.83198016598921
521,RMD824412034S,2024-10-26 19:43:01,1.92547571872257,1.98771385154391,1.76189233746577,1.72578893409639,1.89894261947855,1.93747710793051,1.90029818337415,1.90697185739059
522,RMD82441216AS,2024-10-26 19:40:45,1.70556011364123,1.76771382978846,1.61354005049172,1.90742084376904,1.84100019533086,1.91936311086216,1.88737467982669,1.86935800178418
523,RMD824412032S,2024-10-26 19:40:28,1.59360435733295,1.8352790241176,1.60371671891599,1.72020287123323,1.72729973887669,1.85357698351754,1.8646817020764,1.55479002557762
524,RMD82441202FS,2024-10-26 19:37:52,2.00319288074857,1.95656573012702,1.8694924822377,1.90134769664111,1.8979768179804,1.821760236519,1.78085547142029,1.91002043714102
525,RMD82431132CS,2024-10-26 19:37:45,1.84386460392864,1.90652181597439,1.62891127033705,1.83187738326923,1.75333371481257,1.68449736446068,1.65213353490909,1.59604935771096
526,RMD824412037S,2024-10-26 19:34:37,1.77899608495624,1.69766999353919,1.84236046398004,1.81989922275649,1.8929139820385,1.79319479666645,1.72255512313899,1.72307760255323
527,RMD8244120D1S,2024-10-26 19:34:30,1.78224300283985,1.94400398149801,1.7384094506762,1.63575097766828,1.66215577469576,1.70126746657211,1.59353931531893,1.76160285699647
528,RMD8243112B7S,2024-10-26 19:29:36,1.83136609269856,1.88472262497364,1.90483998273714,1.80675236849361,1.95189486667073,1.84799234727601,1.86744338408603,1.82077492958954
529,RMD824412035S,2024-10-26 19:29:32,1.45071083636655,1.89708251782305,1.69077657372692,1.96658804247866,1.89808737127433,1.98595285145148,1.95651304843316,1.85311858548736
530,RMD82441201CS,2024-10-26 19:26:53,1.59909818048129,1.68063429368631,1.62044990502243,1.67711547571189,1.93761499114062,1.86405702205151,1.92042944277762,1.88537765516195
531,RMD8243112B0S,2024-10-26 19:26:29,1.80637584088027,1.86952492477058,1.71621193299086,1.87538546684744,1.89795744030765,1.93608190461403,1.92911780446634,1.7561225101731
532,RMD8243112B6S,2024-10-26 19:23:57,1.91631467552209,1.82690260481301,1.64629376600563,1.80396217270165,1.86540548270058,1.83492755316078,1.89816740567841,1.77711443694276
533,RMD8243112B2S,2024-10-26 19:23:53,1.95474234968311,2.12330527117525,1.83671081677527,2.02218950235789,1.94127170586595,1.89731136312818,1.73937468294034,1.8561277370032
534,RMD82441216CS,2024-10-26 16:53:19,1.94594224674891,2.10354802953101,1.80907489569717,1.9411364092828,1.96378348165522,1.86001588895568,1.87346998893432,1.83969651862255
535,RMD824412052S,2024-10-26 16:49:23,1.96989934429874,1.92225907265398,1.81496157977623,2.01779495182062,1.91779622436423,1.97523294057528,1.90447391705868,1.90009374859783
536,RMD824412046S,2024-10-26 16:36:44,1.86633008374762,2.00579020215951,1.56094860344704,1.8517477031269,1.92407844223518,1.90357776439174,1.77998854854765,1.85310750103243
537,RMD82441202ES,2024-10-26 16:33:46,1.97965674517739,2.04649375976212,1.86356932896134,2.00270318925709,1.23462782654583,1.82026033086929,1.72800250991965,1.84927812744668
538,RMD824412051S,2024-10-26 16:30:56,1.57060070294986,1.92289553574384,1.81011648333885,2.02597224671059,1.92423157488913,1.93033858508423,1.84824559512529,1.69438243166112
539,RMD824412195S,2024-10-26 16:26:06,1.65078483082054,1.90547400155487,1.69921604322381,1.90649529115557,1.86582737203602,1.84403853584743,1.70254554578614,1.62083694787387
540,RMD824412056S,2024-10-26 16:23:33,1.65191029388044,1.9115303660869,1.63504326070448,1.88790096831488,1.61228861260537,1.56760799675755,1.64451026582885,1.78159858279026
